,genre,simplified genre
623,Chanson française,chanson française
624,http://fr.dbpedia.org/resource/Fiction_préhistorique,fiction préhistorique
625,http://fr.dbpedia.org/resource/Grunge,grunge
626,http://fr.dbpedia.org/resource/Heavy_metal_(musique),heavy metal
627,http://fr.dbpedia.org/resource/Nouvelle_Musique,nouvelle musique
628,drame historique,drame
629,drame historique,historique
630,Drame social/Burlesque,drame social
631,Drame social/Burlesque,drame burlesque
632,"Catastrophe, drame, science-fiction",catastrophe
633,"Catastrophe, drame, science-fiction",drame
634,"Catastrophe, drame, science-fiction",science-fiction
635,http://fr.dbpedia.org/resource/Film_de_comédie,comédie
636,http://fr.dbpedia.org/resource/Bande_originale,musique de film
637,jidai-geki,jidai-geki
638,http://fr.dbpedia.org/resource/Pop_rock,pop-rock
639,http://fr.dbpedia.org/resource/Féerie,féérie
640,"Chanson, Classical, Vocal",chanson
641,"Chanson, Classical, Vocal",classical
642,"Chanson, Classical, Vocal",vocal
643,http://fr.dbpedia.org/resource/Épopée,épopée
644,http://fr.dbpedia.org/resource/Film_satirique,satirique
645,Musique de film,musique de film
646,http://fr.dbpedia.org/resource/Biographie_romancée,biographie romancée
647,"Policier, fantastique",policier
648,"Policier, fantastique",fantastique
649,"Fantastique, science-fiction",fantastique
650,"Fantastique, science-fiction",science-fiction
651,"Policier, suspense",policier
652,"Policier, suspense",suspense
653,http://fr.dbpedia.org/resource/Gangster,gangster
654,"Drame, Thriller",drame
655,"Drame, Thriller",thriller
656,http://fr.dbpedia.org/resource/Aamir_Khan_Productions,none
657,http://fr.dbpedia.org/resource/Synthétiseur,synthétiseur
658,http://fr.dbpedia.org/resource/Electro,electro
659,"Drame, polar, film historique",drame
660,"Drame, polar, film historique",polar
661,"Drame, polar, film historique",film historique
662,http://fr.dbpedia.org/resource/Drame_(Cinéma),drame
663,http://fr.dbpedia.org/resource/Musique_pop,pop
664,http://fr.dbpedia.org/resource/Science-fiction_militaire,science-fiction
665,http://fr.dbpedia.org/resource/Science-fiction_militaire,militaire
666,Wuxiapian,wu xia pian
667,http://fr.dbpedia.org/resource/Alternative_country,alternative country
668,http://fr.dbpedia.org/resource/Rock_mexicain,rock mexicain
669,http://fr.dbpedia.org/resource/Cinéma_gore,gore
670,http://fr.dbpedia.org/resource/Texas_blues,texas blues
671,Comédie de guerre,comédie de guerre
672,"Comédie horrifique, science-fiction",comédie horrifique
673,"Comédie horrifique, science-fiction",science-fiction
674,http://fr.dbpedia.org/resource/Catastrophe,catastrophe
675,http://fr.dbpedia.org/resource/Ranchera,ranchera
676,"Comédie, horreur",comédie
677,"Comédie, horreur",horreur
678,http://fr.dbpedia.org/resource/Lounge_(musique),lounge
679,http://fr.dbpedia.org/resource/Kung_Fu,kung fu
680,"suspense, thriller",suspense
681,"suspense, thriller",thriller
682,drame biographique,drame biographique
683,http://fr.dbpedia.org/resource/Philosophie,philosophie
684,"Action, aventure et drame",action
685,"Action, aventure et drame",aventure
686,"Action, aventure et drame",drame
687,http://fr.dbpedia.org/resource/New_jack_swing,new jack swing
688,"drame, épouvante-horreur et thriller",drame
689,"drame, épouvante-horreur et thriller",épouvante-horreur
690,"drame, épouvante-horreur et thriller",thriller
691,http://fr.dbpedia.org/resource/Gospel,gospel
692,http://fr.dbpedia.org/resource/Bluegrass,bluegrass
693,http://fr.dbpedia.org/resource/Musique_folk,folk
694,http://fr.dbpedia.org/resource/Blues,blues
695,http://fr.dbpedia.org/resource/Science-fiction_humoristique,science-fiction
696,http://fr.dbpedia.org/resource/Science-fiction_humoristique,humoristique
697,http://fr.dbpedia.org/resource/Action,action
698,http://fr.dbpedia.org/resource/Musique_industrielle,musique industrielle
699,http://fr.dbpedia.org/resource/Britpop,brit pop
700,"Horreur, Catastrophe, Romance",horreur
701,"Horreur, Catastrophe, Romance",catastrophe
702,"Horreur, Catastrophe, Romance",romance
703,Comédie romantiqe,comédie romantique
704,http://fr.dbpedia.org/resource/Polar_(film),polar (film)
705,http://fr.dbpedia.org/resource/Liste_de_films_de_pirates,liste de films de pirates
706,Drame surréaliste,drame surréaliste
707,http://fr.dbpedia.org/resource/Sport_et_cinéma,sport
708,http://fr.dbpedia.org/resource/Sport_et_cinéma,cinéma
709,http://fr.dbpedia.org/resource/Pré-Code,pré-code
710,comédie d'aventure,comédie
711,comédie d'aventure,aventure
712,"Horreur, Fantastique",fantastique
713,"Horreur, Fantastique",horreur
714,http://fr.dbpedia.org/resource/Comédie_à_l'italienne,comédie à l'italienne
715,drame psychologique,drame psychologique
716,http://fr.dbpedia.org/resource/Film_de_Guerre,guerre
717,http://fr.dbpedia.org/resource/Politique,politique
718,"Action, fantastique",action
719,"Action, fantastique",fantastique
720,Hard Rock,hard rock
721,Film catastrophe,catastrophe
722,"Comédie dramatique, aventure, historique et romance",comédie dramatique
723,"Comédie dramatique, aventure, historique et romance",aventure
724,"Comédie dramatique, aventure, historique et romance",historique
725,"Comédie dramatique, aventure, historique et romance",romance
726,http://fr.dbpedia.org/resource/Critique_sociale,critique sociale
727,http://fr.dbpedia.org/resource/Musiques_du_monde,musique du monde
728,Musical,musical
729,Film noir,noir
730,http://fr.dbpedia.org/resource/Muay_Thaï,muay thaï
731,http://fr.dbpedia.org/resource/Renseignement,renseignement
732,Guerre / Thriller,guerre
733,Guerre / Thriller,thriller
734,"Comédie, fantastique",comédie
735,"Comédie, fantastique",fantastique
736,Comédie - Mystère,comédie
737,Comédie - Mystère,mystère
738,http://fr.dbpedia.org/resource/Musique_hip-hop,hip-hop
739,"Comédie musicale, aventure",comédie musicale
740,"Comédie musicale, aventure",aventure
741,comédie satirique,comédie satirique
742,Film documentaire musical,documentaire
743,Film documentaire musical,musical
744,http://fr.dbpedia.org/resource/Cinéma_comique,comédie
745,http://fr.dbpedia.org/resource/Sport,sport
746,"Animation, court métrage",animation
747,"Animation, court métrage",court métrage
748,http://fr.dbpedia.org/resource/Musique_symphonique,musique symphonique
749,"Documentaire, Comédie",documentaire
750,"Documentaire, Comédie",comédie
751,http://fr.dbpedia.org/resource/Crime,crime
752,Giallo,giallo
753,http://fr.dbpedia.org/resource/Reconstitution_historique,reconstitution historique
754,Comédie western,comédie
755,Comédie western,western
756,"Action, horreur, science-fiction",action
757,"Action, horreur, science-fiction",horreur
758,"Action, horreur, science-fiction",science-fiction
759,http://fr.dbpedia.org/resource/Blue-eyed_soul,blue-eyed soul
760,http://fr.dbpedia.org/resource/Blues_rock,blues rock
761,"aventure, fantasy",aventure
762,"aventure, fantasy",fantaisie
763,http://fr.dbpedia.org/resource/Concert,concert
764,Documentaire musical,documentaire
765,Documentaire musical,musical
766,Musique de films,musique de film
767,http://fr.dbpedia.org/resource/Film_de_kung-fu,kung-fu
768,Biopic,biopic
769,http://fr.dbpedia.org/resource/Drama,drama
770,"Horreur, Thriller",horreur
771,"Horreur, Thriller",thriller
772,Aventures animalières,aventure animalière
773,Drame policier,drame
774,Drame policier,policier
775,http://fr.dbpedia.org/resource/Satire,satire
776,documentaire musical,documentaire
777,documentaire musical,musical
778,http://fr.dbpedia.org/resource/Quatuor,quatuor
779,http://fr.dbpedia.org/resource/Film_experimental,expérimental
780,"documentaire, film musical",documentaire
781,"documentaire, film musical",musical
782,comédie sociale,comédie sociale
783,Manifeste poétique,manifeste poétique
784,Film documentaire romancé,documentaire romancé
785,http://fr.dbpedia.org/resource/Réalisme_magique,réalisme magique
786,http://fr.dbpedia.org/resource/Musique_électroacoustique,musique electroacoustique
787,http://fr.dbpedia.org/resource/Psychotrope_au_cinéma,psychotrope au cinéma
788,"Documentaire, Drame",documentaire
789,"Documentaire, Drame",drame
790,Thriller & Horreur,horreur
791,Thriller & Horreur,thriller
792,http://fr.dbpedia.org/resource/Pop_punk,pop-punk
793,http://fr.dbpedia.org/resource/Emo,emo
794,"Aventure, action",aventure
795,"Aventure, action",action
796,"Comédie, Romance",comédie
797,"Comédie, Romance",romance
798,http://fr.dbpedia.org/resource/Combats,combats
799,Téléfilm jeunesse,téléfilm
800,Téléfilm jeunesse,jeunesse
801,"Action, combat, comédie",action
802,"Action, combat, comédie",combat
803,"Action, combat, comédie",comédie
804,comédie romantique,comédie romantique
805,http://fr.dbpedia.org/resource/Romance_(cinéma),romance
806,Drame surréaliste et symbolique,drame surréaliste
807,Drame surréaliste et symbolique,symbolique
808,"Fantastique, Aventure, Drame",fantastique
809,"Fantastique, Aventure, Drame",aventure
810,"Fantastique, Aventure, Drame",drame
811,"Biographie, musical",biographie
812,"Biographie, musical",musical
813,http://fr.dbpedia.org/resource/Polar_(littérature),polar (littérature)
814,Téléfilm thriller,téléfilm
815,Téléfilm thriller,thriller
816,"Cinéma muet, comédie burlesque",muet
817,"Cinéma muet, comédie burlesque",comédie burlesque
818,comédie métafictionnelle,comédie métafictionnelle
819,film musical,musical
820,"Action, Fantastique, Comédie",action
821,"Action, Fantastique, Comédie",fantastique
822,"Action, Fantastique, Comédie",comédie
823,"Comédie dramatique, thriller",comédie dramatique
824,"Comédie dramatique, thriller",thriller
825,"Thriller, guerre",guerre
826,"Thriller, guerre",thriller
827,Pornographique,pornographique
828,"Aventure, drame",aventure
829,"Aventure, drame",drame
830,Compilation,compilation
831,"Comédie, drame",comédie
832,"Comédie, drame",drame
833,"Guerre, drame",drame
834,"Guerre, drame",guerre
835,http://fr.dbpedia.org/resource/Tragédie_grecque,tragédie grecque
836,Essai,essai
837,http://fr.dbpedia.org/resource/R'n'B_contemporain,r'n'b contemporain
838,http://fr.dbpedia.org/resource/Films_historiques,historique
839,idylle pastorale,idylle pastorale
840,Comédie dramatique usant d'humour noir,comédie dramatique usant d'humour noir
841,Suspense fantastique,suspense fantastique
842,"Tragédie, Romance, Histoire vraie",tragédie
843,"Tragédie, Romance, Histoire vraie",romance
844,"Tragédie, Romance, Histoire vraie",histoire vraie
845,Film policier,policier
846,"Film d'action, comédie et crime",action
847,"Film d'action, comédie et crime",comédie
848,"Film d'action, comédie et crime",crime
849,Adaptation théâtrale,adaptation théâtrale
850,"Fiction, drame",drame
851,"Fiction, drame",fiction
852,court métrage d'animation,court métrage d'animation
853,Drame néoréaliste,drame néoréaliste
854,"horreur, Western",horreur
855,"horreur, Western",western
856,"Film de guerre, Dramatique",guerre
857,"Film de guerre, Dramatique",dramatique
858,http://fr.dbpedia.org/resource/Peur,peur
859,http://fr.dbpedia.org/resource/Art_et_Essai,art
860,http://fr.dbpedia.org/resource/Art_et_Essai,essai
861,"Comédie, science-fiction",comédie
862,"Comédie, science-fiction",science-fiction
863,"Action, horreur, thriller",action
864,"Action, horreur, thriller",horreur
865,"Action, horreur, thriller",thriller
866,Intrigue,intrigue
867,"action, horreur",action
868,"action, horreur",horreur
869,http://fr.dbpedia.org/resource/Faux_documentaire,faux documentaire
870,"Espionnage, comédie familiale",espionnage
871,"Espionnage, comédie familiale",comédie familiale
872,http://fr.dbpedia.org/resource/Thriller,thriller
873,5640.0,none
874,"Science fiction, Anticipation, Drame",science fiction
875,"Science fiction, Anticipation, Drame",anticipation
876,"Science fiction, Anticipation, Drame",drame
877,Film romantique,romantique
878,"Film musical, comédie",comédie
879,"Film musical, comédie",musical
880,"Comédie, Burlesque, Conte",comédie
881,"Comédie, Burlesque, Conte",burlesque
882,"Comédie, Burlesque, Conte",conte
883,drame fantastique,drame fantastique
884,http://fr.dbpedia.org/resource/Comédie_satirique,comédie satirique
885,érotique,érotique
886,http://fr.dbpedia.org/resource/Comédie_de_mœurs,comédie de mœurs
887,"Comédie sentimentale, drame",comédie sentimentale
888,"Comédie sentimentale, drame",drame
889,"Aventure, Fantastique, Action",aventure
890,"Aventure, Fantastique, Action",fantastique
891,"Aventure, Fantastique, Action",action
892,"Drame, Mystère",drame
893,"Drame, Mystère",mystère
894,porno soft,porno soft
895,Muet,muet
896,Mélodrame,mélodrame
897,Film d'espionnage,espionnage
898,Serial dramatique,serial dramatique
899,"Historique, Western",historique
900,"Historique, Western",western
901,"Film noir, drame psychologique",noir
902,"Film noir, drame psychologique",drame psychologique
903,http://fr.dbpedia.org/resource/Rape_and_revenge,rape and revenge
904,http://fr.dbpedia.org/resource/Cinéma_grec,cinéma grec
905,thriller,thriller
906,"Horreur, Comédie",comédie
907,"Horreur, Comédie",horreur
908,http://fr.dbpedia.org/resource/Cinéma_de_genre,cinéma de genre
909,http://fr.dbpedia.org/resource/Biographique,biographie
910,http://fr.dbpedia.org/resource/Special_(télévision),special (télévision)
911,mystère,mystère
912,"politique,",politique
913,"documentaire,",documentaire
914,Tour de magie,tour de magie
915,"historique, drame",drame
916,"historique, drame",historique
917,fantastique • érotique,fantastique érotique
918,http://fr.dbpedia.org/resource/Marionnette,marionnette
919,pornographique,pornographique
920,Film dramatique et historique,dramatique
921,Film dramatique et historique,historique
922,http://fr.dbpedia.org/resource/Crime_(cinéma),crime
923,Court métrage documentaire consacré à Pierre Avezard,court métrage documentaire
924,Comedie dramatique,comédie dramatique
925,Romance musicale,romance musicale
926,http://fr.dbpedia.org/resource/Krautrock,krautrock
927,http://fr.dbpedia.org/resource/Romantique_(cinéma),romantique
928,Film de gangsters,gangster
929,"Science-Fiction, Comédie",comédie
930,"Science-Fiction, Comédie",science-fiction
931,http://fr.dbpedia.org/resource/Films_d'action,action
932,"Fantastique, Comédie",comédie
933,"Fantastique, Comédie",fantastique
934,"Film d'horreur, Fantastique",horreur
935,"Film d'horreur, Fantastique",fantastique
936,"Drame, Peplum",drame
937,"Drame, Peplum",peplum
938,http://fr.dbpedia.org/resource/Liste_de_films_de_Noël,liste de films de noël
939,http://fr.dbpedia.org/resource/Satirique,satirique
940,"drame, historique, aventure",drame
941,"drame, historique, aventure",historique
942,"drame, historique, aventure",aventure
943,"Comédie, érotique",comédie
944,"Comédie, érotique",érotique
945,http://fr.dbpedia.org/resource/Sociale,social
946,Politique,politique
947,Comédie Drame,comédie
948,Comédie Drame,drame
949,"Drame, historique",drame
950,"Drame, historique",historique
951,"Western, Drame",western
952,"Western, Drame",drame
953,"Drame, action, catastrophe",drame
954,"Drame, action, catastrophe",action
955,"Drame, action, catastrophe",catastrophe
956,"Comédie, Horreur",comédie
957,"Comédie, Horreur",horreur
958,"Comédie horrifique, Fantastique",comédie horrifique
959,"Comédie horrifique, Fantastique",fantastique
960,Film érotique,érotique
961,"Fantastique, Horreur",fantastique
962,"Fantastique, Horreur",horreur
