,genre,simplified genre,simplified genre from URL
5441,http://fr.dbpedia.org/resource/Musique_post-moderne,musique post-moderne,True
5442,"http://fr.dbpedia.org/resource/Rock,_pop",rock,True
5443,"http://fr.dbpedia.org/resource/Rock,_pop", pop,True
5444,"Jazz, bebop, swing, West-Coast blues",jazz,False
5445,"Jazz, bebop, swing, West-Coast blues",bebop,False
5446,"Jazz, bebop, swing, West-Coast blues",swing,False
5447,"Jazz, bebop, swing, West-Coast blues",west-coast blues,False
5448,http://fr.dbpedia.org/resource/Musique_israélienne,musique israelienne,True
5449,http://fr.dbpedia.org/resource/Noisecore,noisecore,True
5450,Populaire,populaire,False
5451,"Pop, Rock, R&B, Soul, Dance et le SPROCK .",pop,False
5452,"Pop, Rock, R&B, Soul, Dance et le SPROCK .",rock,False
5453,"Pop, Rock, R&B, Soul, Dance et le SPROCK .",r&b,False
5454,"Pop, Rock, R&B, Soul, Dance et le SPROCK .",soul,False
5455,"Pop, Rock, R&B, Soul, Dance et le SPROCK .",dance,False
5456,"Pop, Rock, R&B, Soul, Dance et le SPROCK .",le sprock .,False
5457,http://fr.dbpedia.org/resource/Opéra-ballet,opera-ballet,True
5458,http://fr.dbpedia.org/resource/Tragédie_lyrique,tragedie lyrique,True
5459,"Unblack metal, metal chrétien, black metal, sorrow metal",unblack metal,False
5460,"Unblack metal, metal chrétien, black metal, sorrow metal",metal chretien,False
5461,"Unblack metal, metal chrétien, black metal, sorrow metal",black metal,False
5462,"Unblack metal, metal chrétien, black metal, sorrow metal",sorrow metal,False
5463,"Blues, jazz et rhythm and blues",blues,False
5464,"Blues, jazz et rhythm and blues",jazz,False
5465,"Blues, jazz et rhythm and blues",rhythm and blues,False
5466,"soul, funk, gospel",soul,False
5467,"soul, funk, gospel",funk,False
5468,"soul, funk, gospel",gospel,False
5469,http://fr.dbpedia.org/resource/Country_(musique),country (musique),True
5470,http://fr.dbpedia.org/resource/Midwest_Rap,midwest rap,True
5471,"Blues, rock, folk",blues,False
5472,"Blues, rock, folk",rock,False
5473,"Blues, rock, folk",folk,False
5474,http://fr.dbpedia.org/resource/Inclassable,inclassable,True
5475,http://fr.dbpedia.org/resource/Ragga_Jungle,ragga jungle,True
5476,"UK garage, 2 Steps, RnB , Dance",uk garage,False
5477,"UK garage, 2 Steps, RnB , Dance",2 steps,False
5478,"UK garage, 2 Steps, RnB , Dance",rnb ,False
5479,"UK garage, 2 Steps, RnB , Dance",dance,False
5480,http://fr.dbpedia.org/resource/Black_gothique,black gothique,True
5481,"Musique country, new country, bluegrass, folk, pop",musique country,False
5482,"Musique country, new country, bluegrass, folk, pop",new country,False
5483,"Musique country, new country, bluegrass, folk, pop",bluegrass,False
5484,"Musique country, new country, bluegrass, folk, pop",folk,False
5485,"Musique country, new country, bluegrass, folk, pop",pop,False
5486,"Chanson pour enfants, variété française",chanson pour enfants,False
5487,"Chanson pour enfants, variété française",variete française,False
5488,http://fr.dbpedia.org/resource/Extreme_power_metal,extreme power metal,True
5489,"Gothique, symphonique, dark ambient",gothique,False
5490,"Gothique, symphonique, dark ambient",symphonique,False
5491,"Gothique, symphonique, dark ambient",dark ambient,False
5492,"Folk metal, death metal mélodique, metal celtique, pagan metal",folk metal,False
5493,"Folk metal, death metal mélodique, metal celtique, pagan metal",death metal melodique,False
5494,"Folk metal, death metal mélodique, metal celtique, pagan metal",metal celtique,False
5495,"Folk metal, death metal mélodique, metal celtique, pagan metal",pagan metal,False
5496,http://fr.dbpedia.org/resource/Danse_jazz,danse jazz,True
5497,http://fr.dbpedia.org/resource/Acid_trance,acid trance,True
5498,"Soul, funk",soul,False
5499,"Soul, funk",funk,False
5500,http://fr.dbpedia.org/resource/Rock_latino,rock latino,True
5501,Folk-rock,folk-rock,False
5502,"Pop rap, gangsta rap",pop rap,False
5503,"Pop rap, gangsta rap",gangsta rap,False
5504,"Rap hardcore, horrorcore",rap hardcore,False
5505,"Rap hardcore, horrorcore",horrorcore,False
5506,"Musique arabe, disco, techno et raï",musique arabe,False
5507,"Musique arabe, disco, techno et raï",disco,False
5508,"Musique arabe, disco, techno et raï",techno,False
5509,"Musique arabe, disco, techno et raï",raï,False
5510,http://fr.dbpedia.org/resource/Ranchera,ranchera,True
5511,http://fr.dbpedia.org/resource/Mariachi,mariachi,True
5512,http://fr.dbpedia.org/resource/Rock_acoustique,rock acoustique,True
5513,"""SID metal""","""sid metal""",False
5514,"Jazz, musique expérimentale, rock, etc.",jazz,False
5515,"Jazz, musique expérimentale, rock, etc.",musique experimentale,False
5516,"Jazz, musique expérimentale, rock, etc.",rock,False
5517,"Jazz, musique expérimentale, rock, etc.",.,False
5518,"Jazz, hip-hop, afro, soul, caraïbéen, zouk",jazz,False
5519,"Jazz, hip-hop, afro, soul, caraïbéen, zouk",hip-hop,False
5520,"Jazz, hip-hop, afro, soul, caraïbéen, zouk",afro,False
5521,"Jazz, hip-hop, afro, soul, caraïbéen, zouk",soul,False
5522,"Jazz, hip-hop, afro, soul, caraïbéen, zouk",caraïbeen,False
5523,"Jazz, hip-hop, afro, soul, caraïbéen, zouk",zouk,False
5524,"punk, grunge",punk,False
5525,"punk, grunge",grunge,False
5526,"Eurodance, techno, happy hardcore",eurodance,False
5527,"Eurodance, techno, happy hardcore",techno,False
5528,"Eurodance, techno, happy hardcore",happy hardcore,False
5529,"Hardcore, gabber",hardcore,False
5530,"Hardcore, gabber",gabber,False
5531,"Post-metal, sludge metal, post-rock, post-hardcore",post-metal,False
5532,"Post-metal, sludge metal, post-rock, post-hardcore",sludge metal,False
5533,"Post-metal, sludge metal, post-rock, post-hardcore",post-rock,False
5534,"Post-metal, sludge metal, post-rock, post-hardcore",post-hardcore,False
5535,"Death metal technique, death metal mélodique",death metal technique,False
5536,"Death metal technique, death metal mélodique",death metal melodique,False
5537,opérettes,operettes,False
5538,"Hip-hop alternatif, rap politique, hip-hop industriel, spoken word, musique électronique, poésie",hip-hop alternatif,False
5539,"Hip-hop alternatif, rap politique, hip-hop industriel, spoken word, musique électronique, poésie",rap politique,False
5540,"Hip-hop alternatif, rap politique, hip-hop industriel, spoken word, musique électronique, poésie",hip-hop industriel,False
5541,"Hip-hop alternatif, rap politique, hip-hop industriel, spoken word, musique électronique, poésie",spoken word,False
5542,"Hip-hop alternatif, rap politique, hip-hop industriel, spoken word, musique électronique, poésie",musique electronique,False
5543,"Hip-hop alternatif, rap politique, hip-hop industriel, spoken word, musique électronique, poésie",poesie,False
5544,"Post-grunge, metal alternatif, rock alternatif, hard rock, rock sudiste",post-grunge,False
5545,"Post-grunge, metal alternatif, rock alternatif, hard rock, rock sudiste",metal alternatif,False
5546,"Post-grunge, metal alternatif, rock alternatif, hard rock, rock sudiste",rock alternatif,False
5547,"Post-grunge, metal alternatif, rock alternatif, hard rock, rock sudiste",hard rock,False
5548,"Post-grunge, metal alternatif, rock alternatif, hard rock, rock sudiste",rock sudiste,False
5549,"Metal industriel, nu metal",metal industriel,False
5550,"Metal industriel, nu metal",nu metal,False
5551,Musique électronique .,musique electronique .,False
5552,http://fr.dbpedia.org/resource/Flower_power,flower power,True
5553,Folklore québécois et country,folklore quebecois,False
5554,Folklore québécois et country,country,False
5555,"Glam metal, hard FM",glam metal,False
5556,"Glam metal, hard FM",hard fm,False
5557,"Rock, folk, alternative country",rock,False
5558,"Rock, folk, alternative country",folk,False
5559,"Rock, folk, alternative country",alternative country,False
5560,http://fr.dbpedia.org/resource/Rhythm_'n'_blues,rhythm n blues,True
5561,http://fr.dbpedia.org/resource/Doo_Wop,doo wop,True
5562,metal progressif puis rock,metal progressif puis rock,False
5563,http://fr.dbpedia.org/resource/Digital_Hardcore_Recordings,digital hardcore recordings,True
5564,"Musique expérimentale, neo-psychedelia, pop psychédélique, freak folk, rock indépendant",musique experimentale,False
5565,"Musique expérimentale, neo-psychedelia, pop psychédélique, freak folk, rock indépendant",neo-psychedelia,False
5566,"Musique expérimentale, neo-psychedelia, pop psychédélique, freak folk, rock indépendant",pop psychedelique,False
5567,"Musique expérimentale, neo-psychedelia, pop psychédélique, freak folk, rock indépendant",freak folk,False
5568,"Musique expérimentale, neo-psychedelia, pop psychédélique, freak folk, rock indépendant",rock independant,False
5569,"Metal symphonique, viking metal, power metal",metal symphonique,False
5570,"Metal symphonique, viking metal, power metal",viking metal,False
5571,"Metal symphonique, viking metal, power metal",power metal,False
5572,rock italien,rock italien,False
5573,"turntablism, electronica",turntablism,False
5574,"turntablism, electronica",electronica,False
5575,http://fr.dbpedia.org/resource/Musique_polynésienne,musique polynesienne,True
5576,rap,rap,False
5577,http://fr.dbpedia.org/resource/Musique_post-industrielle,musique post-industrielle,True
5578,Axé - MPB - Samba-Reggae,axe,False
5579,Axé - MPB - Samba-Reggae,mpb,False
5580,Axé - MPB - Samba-Reggae,samba-reggae,False
5581,http://fr.dbpedia.org/resource/Acousmatique,acousmatique,True
5582,http://fr.dbpedia.org/resource/Electro-Orchestral,electro-orchestral,True
5583,http://fr.dbpedia.org/resource/Poésie_chantée,poesie chantee,True
5584,http://fr.dbpedia.org/resource/Musique_libanaise,musique libanaise,True
5585,Musique arabe / musique classique égyptienne,musique arabe ,False
5586,Musique arabe / musique classique égyptienne,musique classique egyptienne,False
5587,« Peu académique »,« peu academique »,False
5588,Satire en cabaret,satire en cabaret,False
5589,variété italienne,variete italienne,False
5590,http://fr.dbpedia.org/resource/Musique_de_varyiétés,musique de varyietes,True
5591,"Pop, Variété",pop,False
5592,"Pop, Variété",variete,False
5593,http://fr.dbpedia.org/resource/Wizard_rock,wizard rock,True
5594,SOUL / R&B,soul ,False
5595,SOUL / R&B,r&b,False
5596,"Pop latine, rythmes latins, Adult Contemporary, vocal pop, soft rock, standards, pop française, pop italienne, pop brésilienne",pop latine,False
5597,"Pop latine, rythmes latins, Adult Contemporary, vocal pop, soft rock, standards, pop française, pop italienne, pop brésilienne",rythmes latins,False
5598,"Pop latine, rythmes latins, Adult Contemporary, vocal pop, soft rock, standards, pop française, pop italienne, pop brésilienne",adult contemporary,False
5599,"Pop latine, rythmes latins, Adult Contemporary, vocal pop, soft rock, standards, pop française, pop italienne, pop brésilienne",vocal pop,False
5600,"Pop latine, rythmes latins, Adult Contemporary, vocal pop, soft rock, standards, pop française, pop italienne, pop brésilienne",soft rock,False
5601,"Pop latine, rythmes latins, Adult Contemporary, vocal pop, soft rock, standards, pop française, pop italienne, pop brésilienne",standards,False
5602,"Pop latine, rythmes latins, Adult Contemporary, vocal pop, soft rock, standards, pop française, pop italienne, pop brésilienne",pop française,False
5603,"Pop latine, rythmes latins, Adult Contemporary, vocal pop, soft rock, standards, pop française, pop italienne, pop brésilienne",pop italienne,False
5604,"Pop latine, rythmes latins, Adult Contemporary, vocal pop, soft rock, standards, pop française, pop italienne, pop brésilienne",pop bresilienne,False
5605,"Pop, Rn'b, Électro",pop,False
5606,"Pop, Rn'b, Électro",rnb,False
5607,"Pop, Rn'b, Électro",electro,False
5608,http://fr.dbpedia.org/resource/Rap_Conscient,rap conscient,True
5609,"New country, country pop",new country,False
5610,"New country, country pop",country pop,False
5611,"Folk, pop rock, pop, world music jazz",folk,False
5612,"Folk, pop rock, pop, world music jazz",pop rock,False
5613,"Folk, pop rock, pop, world music jazz",pop,False
5614,"Folk, pop rock, pop, world music jazz",world music jazz,False
5615,http://fr.dbpedia.org/resource/Comptine,comptine,True
5616,http://fr.dbpedia.org/resource/Latin,latin,True
5617,http://fr.dbpedia.org/resource/Paso_doble,paso doble,True
5618,http://fr.dbpedia.org/resource/Valse_criollo_(Río_de_la_Plata),valse criollo (río de la plata),True
5619,"Chanson française, indie folk",chanson française,False
5620,"Chanson française, indie folk",indie folk,False
5621,http://fr.dbpedia.org/resource/Cantu_a_chiterra,cantu a chiterra,True
5622,http://fr.dbpedia.org/resource/Argentine,argentine,True
5623,musique celtique contemporaine,musique celtique contemporaine,False
5624,le Ghiwani,le ghiwani,False
5625,http://fr.dbpedia.org/resource/Trip_Hop,trip hop,True
5626,pop française,pop française,False
5627,http://fr.dbpedia.org/resource/Grand_Opéra,grand opera,True
5628,Sweggae Music,sweggae music,False
5629,"Composition musicale, poésie, chanson",composition musicale,False
5630,"Composition musicale, poésie, chanson",poesie,False
5631,"Composition musicale, poésie, chanson",chanson,False
5632,"Rock, rap, heavy metal, country, pop, punk rock, blues, world music, post-industrial",rock,False
5633,"Rock, rap, heavy metal, country, pop, punk rock, blues, world music, post-industrial",rap,False
5634,"Rock, rap, heavy metal, country, pop, punk rock, blues, world music, post-industrial",heavy metal,False
5635,"Rock, rap, heavy metal, country, pop, punk rock, blues, world music, post-industrial",country,False
5636,"Rock, rap, heavy metal, country, pop, punk rock, blues, world music, post-industrial",pop,False
5637,"Rock, rap, heavy metal, country, pop, punk rock, blues, world music, post-industrial",punk rock,False
5638,"Rock, rap, heavy metal, country, pop, punk rock, blues, world music, post-industrial",blues,False
5639,"Rock, rap, heavy metal, country, pop, punk rock, blues, world music, post-industrial",world music,False
5640,"Rock, rap, heavy metal, country, pop, punk rock, blues, world music, post-industrial",post-industrial,False
5641,http://fr.dbpedia.org/resource/Tejano,tejano,True
5642,"Black metal, Black metal suicidaire",black metal,False
5643,"Black metal, Black metal suicidaire",black metal suicidaire,False
5644,http://fr.dbpedia.org/resource/Nueva_Trova,nueva trova,True
5645,http://fr.dbpedia.org/resource/Be-bop,be-bop,True
5646,http://fr.dbpedia.org/resource/Punk_pop,punk pop,True
5647,Pop Psychédélique,pop psychedelique,False
5648,http://fr.dbpedia.org/resource/Art_performance,art performance,True
5649,"Shibuya-kei, Electronic, Dance, House, Drum and Bass",shibuya-kei,False
5650,"Shibuya-kei, Electronic, Dance, House, Drum and Bass",electronic,False
5651,"Shibuya-kei, Electronic, Dance, House, Drum and Bass",dance,False
5652,"Shibuya-kei, Electronic, Dance, House, Drum and Bass",house,False
5653,"Shibuya-kei, Electronic, Dance, House, Drum and Bass",drum and bass,False
5654,http://fr.dbpedia.org/resource/New_Jack,new jack,True
5655,Variété italo franco anglaise,variete italo franco anglaise,False
5656,http://fr.dbpedia.org/resource/Drill_and_bass,drill and bass,True
5657,http://fr.dbpedia.org/resource/Glitchcore,glitchcore,True
5658,Musique folklorique chilienne,musique folklorique chilienne,False
5659,"Rock, punk-rock, folk-rock, ethno-rock",rock,False
5660,"Rock, punk-rock, folk-rock, ethno-rock",punk-rock,False
5661,"Rock, punk-rock, folk-rock, ethno-rock",folk-rock,False
5662,"Rock, punk-rock, folk-rock, ethno-rock",hno-rock,False
5663,"hard rock, heavy metal, glam metal",hard rock,False
5664,"hard rock, heavy metal, glam metal",heavy metal,False
5665,"hard rock, heavy metal, glam metal",glam metal,False
5666,http://fr.dbpedia.org/resource/Rock_australien,rock australien,True
5667,"Makina, hardstyle, UK hardcore, gabber, autres styles de musiques électroniques",makina,False
5668,"Makina, hardstyle, UK hardcore, gabber, autres styles de musiques électroniques",hardstyle,False
5669,"Makina, hardstyle, UK hardcore, gabber, autres styles de musiques électroniques",uk hardcore,False
5670,"Makina, hardstyle, UK hardcore, gabber, autres styles de musiques électroniques",gabber,False
5671,"Makina, hardstyle, UK hardcore, gabber, autres styles de musiques électroniques",autres styles de musiques electroniques,False
5672,"Brass band, Hip-hop",brass band,False
5673,"Brass band, Hip-hop",hip-hop,False
5674,http://fr.dbpedia.org/resource/Rappeur,rappeur,True
5675,2010,2010,False
5676,http://fr.dbpedia.org/resource/New_york_hardcore,new york hardcore,True
5677,"Metalcore, post-hardcore, metal alternatif",metalcore,False
5678,"Metalcore, post-hardcore, metal alternatif",post-hardcore,False
5679,"Metalcore, post-hardcore, metal alternatif",metal alternatif,False
5680,http://fr.dbpedia.org/resource/Raggamuffin,raggamuffin,True
5681,http://fr.dbpedia.org/resource/Soufie,soufie,True
5682,http://fr.dbpedia.org/resource/Qawwali,qawwali,True
5683,http://fr.dbpedia.org/resource/Kafi,kafi,True
5684,"Pop, hip-hop, dance et R&B",pop,False
5685,"Pop, hip-hop, dance et R&B",hip-hop,False
5686,"Pop, hip-hop, dance et R&B",dance,False
5687,"Pop, hip-hop, dance et R&B",r&b,False
5688,"Avant-garde metal, metal extrême délirant",avant-garde metal,False
5689,"Avant-garde metal, metal extrême délirant",metal extrême delirant,False
5690,"musique de chambre, musique symphonique, opéra, lieder",musique de chambre,False
5691,"musique de chambre, musique symphonique, opéra, lieder",musique symphonique,False
5692,"musique de chambre, musique symphonique, opéra, lieder",opera,False
5693,"musique de chambre, musique symphonique, opéra, lieder",lieder,False
5694,http://fr.dbpedia.org/resource/Rap_Metal,rap metal,True
5695,http://fr.dbpedia.org/resource/Cyber_jazz,cyber jazz,True
5696,http://fr.dbpedia.org/resource/Worldbeat,worldbeat,True
5697,http://fr.dbpedia.org/resource/Country-Rock,country-rock,True
5698,"Tzigane, metal, rock progressif, musique de jeux vidéo",tzigane,False
5699,"Tzigane, metal, rock progressif, musique de jeux vidéo",metal,False
5700,"Tzigane, metal, rock progressif, musique de jeux vidéo",rock progressif,False
5701,"Tzigane, metal, rock progressif, musique de jeux vidéo",musique de jeux video,False
5702,"Rock, metal",rock,False
5703,"Rock, metal",metal,False
5704,Musique traditionnelle du Burkina Faso,musique traditionnelle du burkina faso,False
5705,http://fr.dbpedia.org/resource/Théâtre_musical,theâtre musical,True
5706,"Jazz, third stream music",jazz,False
5707,"Jazz, third stream music",third stream music,False
5708,http://fr.dbpedia.org/resource/Lento_violento,lento violento,True
5709,http://fr.dbpedia.org/resource/Italo_dance,italo dance,True
5710,http://fr.dbpedia.org/resource/Blues_traditionnel,blues traditionnel,True
5711,http://fr.dbpedia.org/resource/Soukouss,soukouss,True
5712,http://fr.dbpedia.org/resource/Ndombolo(musique),ndombolo(musique),True
5713,"Toy-music, expérimental",toy-music,False
5714,"Toy-music, expérimental",experimental,False
5715,"Groove metal, metalcore, thrash metal, death metal",groove metal,False
5716,"Groove metal, metalcore, thrash metal, death metal",metalcore,False
5717,"Groove metal, metalcore, thrash metal, death metal",thrash metal,False
5718,"Groove metal, metalcore, thrash metal, death metal",death metal,False
5719,http://fr.dbpedia.org/resource/Noisegrind,noisegrind,True
5720,http://fr.dbpedia.org/resource/Pornogrind,pornogrind,True
5721,"Folklore Amazigh,Ahidous, musique berbère",folklore amazigh,False
5722,"Folklore Amazigh,Ahidous, musique berbère",ahidous,False
5723,"Folklore Amazigh,Ahidous, musique berbère",musique berbere,False
5724,"Rap, r'n'b",rap,False
5725,"Rap, r'n'b",rnb,False
5726,http://fr.dbpedia.org/resource/New_Jack_Swing,new jack swing,True
5727,"Jazz, soul music, rhythm and blues, funk, pop, third stream music, musique de films",jazz,False
5728,"Jazz, soul music, rhythm and blues, funk, pop, third stream music, musique de films",soul music,False
5729,"Jazz, soul music, rhythm and blues, funk, pop, third stream music, musique de films",rhythm and blues,False
5730,"Jazz, soul music, rhythm and blues, funk, pop, third stream music, musique de films",funk,False
5731,"Jazz, soul music, rhythm and blues, funk, pop, third stream music, musique de films",pop,False
5732,"Jazz, soul music, rhythm and blues, funk, pop, third stream music, musique de films",third stream music,False
5733,"Jazz, soul music, rhythm and blues, funk, pop, third stream music, musique de films",musique de films,False
5734,http://fr.dbpedia.org/resource/Électro_rap,electro rap,True
5735,http://fr.dbpedia.org/resource/Metal_rock,metal rock,True
5736,http://fr.dbpedia.org/resource/Metal_experimental,metal experimental,True
5737,"Variété francophone, variété internationale, pop, adulte contemporain",variete francophone,False
5738,"Variété francophone, variété internationale, pop, adulte contemporain",variete internationale,False
5739,"Variété francophone, variété internationale, pop, adulte contemporain",pop,False
5740,"Variété francophone, variété internationale, pop, adulte contemporain",adulte contemporain,False
5741,http://fr.dbpedia.org/resource/Industrial_Metal,industrial metal,True
5742,http://fr.dbpedia.org/resource/Technical_death_metal,technical death metal,True
5743,"variété, films, musique traditionnelle",variete,False
5744,"variété, films, musique traditionnelle",films,False
5745,"variété, films, musique traditionnelle",musique traditionnelle,False
5746,"Rock alternatif, dream pop, shoegazing, indie rock, post-punk revival",rock alternatif,False
5747,"Rock alternatif, dream pop, shoegazing, indie rock, post-punk revival",dream pop,False
5748,"Rock alternatif, dream pop, shoegazing, indie rock, post-punk revival",shoegazing,False
5749,"Rock alternatif, dream pop, shoegazing, indie rock, post-punk revival",indie rock,False
5750,"Rock alternatif, dream pop, shoegazing, indie rock, post-punk revival",post-punk revival,False
5751,"Jazz moderne, hard bop",jazz moderne,False
5752,"Jazz moderne, hard bop",hard bop,False
5753,http://fr.dbpedia.org/resource/Jam_band,jam band,True
5754,"opéras, opérettes.",operas,False
5755,"opéras, opérettes.",operettes.,False
5756,http://fr.dbpedia.org/resource/Fusion_metal,fusion metal,True
5757,http://fr.dbpedia.org/resource/Post-disco,post-disco,True
5758,"Rap, dirty south, rap latin",rap,False
5759,"Rap, dirty south, rap latin",dirty south,False
5760,"Rap, dirty south, rap latin",rap latin,False
5761,http://fr.dbpedia.org/resource/Moombathon,moombathon,True
5762,http://fr.dbpedia.org/resource/Trap_Music,trap music,True
5763,http://fr.dbpedia.org/resource/Thrashcore,thrashcore,True
5764,"Thrash metal, power metal, speed metal, progressive metal",thrash metal,False
5765,"Thrash metal, power metal, speed metal, progressive metal",power metal,False
5766,"Thrash metal, power metal, speed metal, progressive metal",speed metal,False
5767,"Thrash metal, power metal, speed metal, progressive metal",progressive metal,False
5768,http://fr.dbpedia.org/resource/Poétique_rock,poetique rock,True
5769,http://fr.dbpedia.org/resource/Black_death_metal,black death metal,True
5770,http://fr.dbpedia.org/resource/Gypsy_punk,gypsy punk,True
5771,http://fr.dbpedia.org/resource/Occitanie,occitanie,True
5772,"Power metal, extreme power metal",power metal,False
5773,"Power metal, extreme power metal",extreme power metal,False
5774,http://fr.dbpedia.org/resource/Amérique_latine,amerique latine,True
5775,Nouvelle chanson chilienne,nouvelle chanson chilienne,False
5776,http://fr.dbpedia.org/resource/Isicathamiya,isicathamiya,True
5777,http://fr.dbpedia.org/resource/Mbube,mbube,True
5778,Musique instrumentale,musique instrumentale,False
5779,Opérette,operette,False
5780,"Variétés françaises, Music-Hall, Doublage de films",varietes françaises,False
5781,"Variétés françaises, Music-Hall, Doublage de films",music-hall,False
5782,"Variétés françaises, Music-Hall, Doublage de films",doublage de films,False
5783,http://fr.dbpedia.org/resource/Flamenco_rock,flamenco rock,True
5784,http://fr.dbpedia.org/resource/Orchestre_de_chambre,orchestre de chambre,True
5785,http://fr.dbpedia.org/resource/Avant_rock,avant rock,True
5786,"Pop, dance, R&B, Hi-NRG",pop,False
5787,"Pop, dance, R&B, Hi-NRG",dance,False
5788,"Pop, dance, R&B, Hi-NRG",r&b,False
5789,"Pop, dance, R&B, Hi-NRG",hi-nrg,False
5790,http://fr.dbpedia.org/resource/Kraut_rock,kraut rock,True
5791,http://fr.dbpedia.org/resource/Synth-wave,synth-wave,True
5792,"Pop, chanson française,folk,Soul.",pop,False
5793,"Pop, chanson française,folk,Soul.",chanson française,False
5794,"Pop, chanson française,folk,Soul.",folk,False
5795,"Pop, chanson française,folk,Soul.",soul.,False
5796,http://fr.dbpedia.org/resource/Cheerleader,cheerleader,True
5797,http://fr.dbpedia.org/resource/Symphonique,symphonique,True
5798,http://fr.dbpedia.org/resource/Sleaze-energy,sleaze-energy,True
5799,punk rock / glam rock,punk rock ,False
5800,punk rock / glam rock,glam rock,False
5801,http://fr.dbpedia.org/resource/Global,global,True
5802,http://fr.dbpedia.org/resource/Oshare_kei,oshare kei,True
5803,"Classique, Romantique",classique,False
5804,"Classique, Romantique",romantique,False
5805,http://fr.dbpedia.org/resource/Indie_(music),indie (music),True
5806,Rap turc,rap turc,False
5807,http://fr.dbpedia.org/resource/Ballads,ballads,True
5808,http://fr.dbpedia.org/resource/Death_metal_(musique),death metal (musique),True
5809,Chanson pour enfants,chanson pour enfants,False
5810,"militaire, régional, marin, religieux, paysan, ouvrier",militaire,False
5811,"militaire, régional, marin, religieux, paysan, ouvrier",regional,False
5812,"militaire, régional, marin, religieux, paysan, ouvrier",marin,False
5813,"militaire, régional, marin, religieux, paysan, ouvrier",religieux,False
5814,"militaire, régional, marin, religieux, paysan, ouvrier",paysan,False
5815,"militaire, régional, marin, religieux, paysan, ouvrier",ouvrier,False
5816,http://fr.dbpedia.org/resource/Hardtrance,hardtrance,True
5817,rock/flamenco,rock,False
5818,rock/flamenco,flamenco,False
5819,(Hard rock / Heavy Metal),(hard rock ,False
5820,(Hard rock / Heavy Metal),heavy metal),False
5821,http://fr.dbpedia.org/resource/Musique_mauritanienne,musique mauritanienne,True
5822,http://fr.dbpedia.org/resource/Hip-hop_québécois,hip-hop quebecois,True
5823,http://fr.dbpedia.org/resource/Néo-glam,neo-glam,True
5824,http://fr.dbpedia.org/resource/Ziglibithy,ziglibithy,True
5825,http://fr.dbpedia.org/resource/Tohourou,tohourou,True
5826,http://fr.dbpedia.org/resource/Doom_Métal,doom metal,True
5827,http://fr.dbpedia.org/resource/Gothique_Métal,gothique metal,True
5828,http://fr.dbpedia.org/resource/Métal_Atmosphérique,metal atmospherique,True
5829,http://fr.dbpedia.org/resource/Métal_Symphonique,metal symphonique,True
5830,http://fr.dbpedia.org/resource/Canadian_hip_hop,canadian hip hop,True
5831,http://fr.dbpedia.org/resource/Musique_de_la_période_classique,musique de la periode classique,True
5832,http://fr.dbpedia.org/resource/Rap-metal,rap-metal,True
5833,Death metal technique,death metal technique,False
5834,"country, cowpunk, psychobilly, country néotraditionelle.",country,False
5835,"country, cowpunk, psychobilly, country néotraditionelle.",cowpunk,False
5836,"country, cowpunk, psychobilly, country néotraditionelle.",psychobilly,False
5837,"country, cowpunk, psychobilly, country néotraditionelle.",country neotraditionelle.,False
5838,"Pop, indiepop, rock, folkrock",pop,False
5839,"Pop, indiepop, rock, folkrock",indiepop,False
5840,"Pop, indiepop, rock, folkrock",rock,False
5841,"Pop, indiepop, rock, folkrock",folkrock,False
5842,Chanson française et chanson pour enfants,chanson française,False
5843,Chanson française et chanson pour enfants,chanson pour enfants,False
5844,Pop-rock,pop-rock,False
5845,http://fr.dbpedia.org/resource/Vocalese,vocalese,True
5846,http://fr.dbpedia.org/resource/Griot,griot,True
5847,http://fr.dbpedia.org/resource/Pop_Music,pop music,True
5848,Folklorique,folklorique,False
5849,"Electro, rap old school, boogie",electro,False
5850,"Electro, rap old school, boogie",rap old school,False
5851,"Electro, rap old school, boogie",boogie,False
5852,"chansons populaires niçoise ,  Ragga-muffin",chansons populaires niçoise ,False
5853,"chansons populaires niçoise ,  Ragga-muffin", ragga-muffin,False
5854,"Occitanie sud : (Gascogne, Languedoc et Comtea de Nissa )",occitanie sud : (gascogne,False
5855,"Occitanie sud : (Gascogne, Languedoc et Comtea de Nissa )",languedoc,False
5856,"Occitanie sud : (Gascogne, Languedoc et Comtea de Nissa )",comtea de nissa ),False
5857,"Zarzuela, symphonies",zarzuela,False
5858,"Zarzuela, symphonies",symphonies,False
5859,http://fr.dbpedia.org/resource/Nouvelle_chanson_française,nouvelle chanson française,True
5860,http://fr.dbpedia.org/resource/Bouncy_techno,bouncy techno,True
5861,(Anciennement),(anciennement),False
5862,(Actuellement),(actuellement),False
5863,"UK hardcore, hardcore, gabber",uk hardcore,False
5864,"UK hardcore, hardcore, gabber",hardcore,False
5865,"UK hardcore, hardcore, gabber",gabber,False
5866,Compositeur et chef d'orchestre,compositeur,False
5867,Compositeur et chef d'orchestre,chef dorchestre,False
5868,http://fr.dbpedia.org/resource/Jangle_pop,jangle pop,True
5869,http://fr.dbpedia.org/resource/J-hip_hop,j-hip hop,True
5870,http://fr.dbpedia.org/resource/Punk_garage,punk garage,True
5871,"T-pop, pop rock",t-pop,False
5872,"T-pop, pop rock",pop rock,False
5873,Musique Folklorique Scandinave / Classique,musique folklorique scandinave ,False
